Latitide,39.47276
Longitude,-105.0622
Elevation,1801
Time,Temperature_2m [°C],Relativehumidity_2m [%],Precipitation [mm],Windspeed_10m [m/s],Winddirection_10m [°],Cloudcover [%],Direct_radiation [W/m²],Boundary_layer_height [m],FFMC hourly [-],FFMC [-],DMC [-],DC [-],ISI [-],BUI [-],FWI [-]
2023-03-21T23:00,10.3,32,0,4.31,224,86,371,2030,76.027119805201,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T00:00,10,33,0,1.56,220,65,194,345,76.5087368689045,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T01:00,9.1,35,0,0.81,83,64,55,15,76.9167923213981,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T02:00,2.5,58,0,0.78,220,71,0,40,77.0016699051894,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T03:00,0.9,66,0,1.02,259,99,0,50,77.0433667630567,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T04:00,1.2,67,0,1.96,255,100,0,120,77.0820313828928,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T05:00,1.7,65,0,2.3,268,23,0,90,77.1291143443899,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T06:00,0,70,0,2.38,255,65,0,30,77.1551238496532,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T07:00,-1.2,74,0,2.01,243,56,0,40,77.1696265226574,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T08:00,-0.6,64,0,2.2,270,68,0,40,77.2126197846207,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T09:00,-0.9,62,0,1.9,288,83,0,35,77.2616266041119,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T10:00,-1.7,67,0,0.72,236,16,0,35,77.2914534352883,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T11:00,-3.6,78,0,1.08,248,32,0,30,77.2965753071155,81.9521556192627,5.80413021407012,15.7400000171661,1.64688268632282,6.04006786710611,0.771048496926501
2023-03-22T12:00,-3.3,83,0,1.08,236,98,0,20,77.2969460185231,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T13:00,-4.1,89,0,1,233,100,0,30,77.2969460185231,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T14:00,-2.2,77,0,1.77,317,75,9,40,77.3045184216108,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T15:00,-1.5,57,0.1,2.06,14,47,58,100,75.2695855468697,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T16:00,0.1,54,0,2.6,358,55,304,360,75.3866213698186,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T17:00,2.2,52,0,2.45,12,58,463,675,75.5307731206749,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T18:00,4.1,48,0,3.08,13,95,579,695,75.72347217619,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T19:00,4.5,51,1,2.6,360,88,352,665,57.985131360111,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T20:00,5.1,50,0,2.89,14,71,341,680,58.4433850356881,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T21:00,6,49,0,1.72,54,38,365,675,58.9308893789479,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T22:00,7.2,46,0,2.48,313,75,396,315,59.4969875752917,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-22T23:00,6.9,50,0,0.92,41,21,283,415,59.9681613219896,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T00:00,4.2,61,0,2.47,14,28,204,310,60.2237547581311,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T01:00,1.1,80,0.6,2.56,329,27,46,195,51.5932223530693,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T02:00,-1.1,93,0,0,270,38,0,160,51.6042005022286,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T03:00,-3.4,98,0,0.1,270,100,0,110,51.6052417300134,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T04:00,-4,98,0,1.04,253,100,0,50,51.6062567931179,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T05:00,-4.1,100,0,1.84,229,100,0,25,51.606256793118,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T06:00,-4.6,98,0,2.12,225,100,0,40,51.6072463375194,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T07:00,-4.4,99,0,2.06,231,100,0,45,51.6075425413513,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T08:00,-3.7,90,0,2.76,226,81,0,50,51.6265583926483,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T09:00,-2.8,69,0,3.96,227,49,0,55,51.7862562777664,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T10:00,-2.6,59,0,4.39,229,18,0,65,52.0559409811672,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T11:00,-3.2,57,0,4.19,230,4,0,55,52.3419702290566,80.6905365576765,5.80413021407012,15.7400000171661,1.29313363250934,6.04006786710611,0.605427910531803
2023-03-23T12:00,-5,60,0,4.14,233,1,0,60,52.5724817527708,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T13:00,-4.8,56,0,4.69,230,0,0,65,52.8490548739732,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T14:00,-3.1,49,0,4.39,223,0,38,80,53.2394178667751,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T15:00,1.3,35,0,3.11,222,0,198,220,53.9884820323858,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T16:00,5.3,27,0,3.11,225,0,390,755,55.1016238895451,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T17:00,7.2,25,0,2.42,232,0,560,1205,56.3443442592777,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T18:00,8.5,23,0,1.35,222,0,685,1800,57.6853350570487,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T19:00,9.2,21,0,1.35,228,0,738,2290,59.1089578903825,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T20:00,10.1,17,0,2.42,232,1,664,2130,60.7554378222306,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T21:00,10.3,15,0,2.62,230,18,574,2250,62.468605511603,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T22:00,9.6,16,0,1.86,306,75,353,795,63.9956283982689,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-23T23:00,7.7,27,0,4.65,351,54,250,795,64.9596217532207,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T00:00,4.5,49,0,4.52,25,53,185,665,65.3250720644223,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T01:00,2.6,60,0,3,300,87,30,335,65.525994021407,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T02:00,0.4,84,0.5,2.42,294,97,0,195,57.4246979555622,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T03:00,0,87,0.9,1.92,231,99,0,200,45.5417867249665,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T04:00,-0.6,87,0.1,1.14,232,72,0,110,44.4819293572479,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T05:00,-1.5,87,0,1.57,243,52,0,75,44.5226847330829,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T06:00,-3.2,88,0,1.61,240,11,0,70,44.5556037521139,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T07:00,-4.4,87,0,2.27,229,10,0,30,44.591849909332,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T08:00,-5,76,0,2.83,228,30,0,35,44.6991369450038,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T09:00,-5.5,66,0,3.05,229,4,0,40,44.8964540872773,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T10:00,-5.8,60,0,2.91,229,0,0,45,45.1578200322525,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T11:00,-6.1,59,0,2.83,228,0,0,40,45.4268217129002,81.0992348588862,5.80413021407012,15.7400000171661,1.57954229844394,6.04006786710611,0.739520625944754
2023-03-24T12:00,-5.6,62,0,2.33,227,6,0,35,45.664345362905,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T13:00,-5.5,59,0,2.83,222,98,0,35,45.9372969860851,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T14:00,-3.7,50,0,2.69,228,24,28,40,46.3587836091749,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T15:00,1.2,36,0,1.84,225,6,177,160,47.1739254245456,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T16:00,4.3,30,0,0.51,259,0,393,740,48.2529347329637,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T17:00,5.7,27,0,1.2,318,2,557,1530,49.4847531280583,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T18:00,6.9,26,0,1.75,329,37,679,1905,50.7954553670705,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T19:00,7.8,26,0,1.26,342,26,687,2375,52.1180810272713,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T20:00,8.5,25,0,0.71,8,64,682,2655,53.4767181170862,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T21:00,8.3,26,0,0.5,90,98,518,2785,54.7501942656644,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T22:00,7.5,25,0,1.08,248,100,265,2560,56.0000550092567,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-24T23:00,5.3,33,0,3.42,308,99,47,845,56.8836148988923,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T00:00,3.7,43,0,2.06,29,100,29,330,57.461632198854,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T01:00,2.6,47,0,1.1,185,77,12,45,57.9317310686731,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T02:00,-1.1,64,0,1.08,248,73,0,185,58.1200343586778,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T03:00,-2.1,68,0,1.49,228,83,0,190,58.263390464066,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T04:00,-4,75,0,2.05,227,100,0,95,58.3456806588072,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T05:00,-3.7,75,0.2,2.3,268,100,0,60,55.5017785043984,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T06:00,-2.2,75,0.6,1.4,266,100,0,50,47.7152671121999,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T07:00,-3.5,81,1.4,1.4,270,100,0,70,33.601605417579,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T08:00,-3.2,81,0.6,1.25,209,100,0,560,29.2416304444322,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T09:00,-3.7,72,0,1.92,208,96,0,1010,29.4243868549339,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T10:00,-4.8,44,0,2.76,226,5,0,950,30.0289093302116,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T11:00,-6,41,0,3.68,227,1,0,1105,30.6635012464272,81.2130015758073,5.80413021407012,15.7400000171661,1.46075560952101,6.04006786710611,0.683906283338841
2023-03-25T12:00,-6.1,33,0,4.47,243,3,0,1075,31.4705217581377,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T13:00,-6.3,35,0,4.34,232,31,0,775,32.219668216336,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T14:00,-4.8,30,0,3.32,224,89,37,1655,33.1324834289517,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T15:00,-2.9,25,0,2.42,240,95,96,1875,34.2530067988109,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T16:00,-1.3,21,0,3.26,281,67,322,2070,35.5890343260346,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T17:00,0.1,18,0,4.66,285,19,567,2535,37.1367290516064,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T18:00,1.4,14,0,4.84,300,68,703,3165,38.9639027047966,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T19:00,1.8,16,0,4.61,297,72,499,3285,40.6713840577808,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T20:00,2,16,0,4.66,293,10,423,3400,42.3650394350651,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T21:00,2.6,16,0,4.24,285,1,603,3465,44.0595834360806,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T22:00,2.4,16,0,4.18,281,96,567,3045,45.7084190730614,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-25T23:00,1.7,17,0,3.95,279,92,423,2870,47.2280659281644,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T00:00,-0.6,19,0,3.45,292,8,218,2640,48.5002576199848,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T01:00,-3.1,34,0,1.3,270,16,55,2220,49.20586076565,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T02:00,-5.5,35,0,1.2,222,13,1,1650,49.820145375585,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T03:00,-5.2,30,0,2.06,231,1,0,130,50.5403895349532,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T04:00,-5.5,26,0,3.4,242,0,0,100,51.3416334077704,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T05:00,-5.2,26,0,3.89,252,0,0,80,52.143049798817,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T06:00,-5.7,28,0,3.76,245,0,0,65,52.8690091249872,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T07:00,-6.9,30,0,3.44,234,0,0,75,53.5082440833882,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T08:00,-8.4,34,0,3.11,228,0,0,85,54.0300257322491,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T09:00,-9.1,37,0,3.19,229,0,0,85,54.4845085229122,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T10:00,-9.4,37,0,3.12,230,0,0,130,54.9285979251198,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T11:00,-9.4,36,0,3.34,231,0,0,110,55.3829892666407,83.3174308279519,5.80413021407012,15.7400000171661,2.10708087457601,6.04006786710611,0.986507147556436
2023-03-26T12:00,-9.6,40,0,2.62,230,0,0,95,55.7718286952305,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T13:00,-9.2,38,0,3.26,230,29,0,85,56.1911787507325,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T14:00,-7,32,0,3.05,221,100,46,120,56.7440005988666,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T15:00,-3.2,25,0,2.56,211,100,152,370,57.5374204244856,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T16:00,-0.9,20,0,2.69,228,100,247,1015,58.5414398755553,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T17:00,0.8,16,0,2.33,245,100,377,1610,59.7332731149776,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T18:00,2.3,13,0,1.92,242,100,536,2370,61.0847746868223,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T19:00,3.4,11,0,2.2,240,100,573,2855,62.5616116690001,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T20:00,3.9,11,0,3.08,234,93,622,2570,64.0434194075836,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T21:00,3.6,15,0,3.42,249,43,520,2655,65.2665797955638,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T22:00,3.6,15,0,2.71,274,45,427,2120,66.4352336733089,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-26T23:00,3,17,0,2,307,82,267,1755,67.4481328259363,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T00:00,-0.5,39,0,3.22,64,97,124,685,67.8370757386612,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T01:00,0,36,0,1,186,92,23,515,68.2703629510383,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T02:00,-2.5,44,0,1.55,345,100,0,495,68.5511838387513,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T03:00,-2.8,53,0,1.7,298,91,0,395,68.736545153254,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T04:00,-3.7,55,0.1,1.1,265,100,0,215,67.0884299002501,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T05:00,-4.2,58,0.2,0.8,270,94,0,410,63.7744518881868,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T06:00,-4.5,61,0,1.34,333,59,0,435,63.9250995412601,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T07:00,-5.6,73,0,2.19,313,98,0,460,63.9934186503474,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T08:00,-5.7,78,0,1.98,315,100,0,450,64.0383914213484,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T09:00,-5.9,80,0.1,0.82,284,99,0,415,62.4093887505346,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T10:00,-5.5,78,0.2,1,276,100,0,430,59.2769105154315,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T11:00,-5.4,79,0.2,1.42,321,100,0,325,56.3431241870026,83.7207845196408,5.80413021407012,15.7400000171661,2.02359098505115,6.04006786710611,0.947418295410906
2023-03-27T12:00,-4.8,75,0.5,0.36,56,100,0,220,49.6607439662455,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T13:00,-6,80,0.4,1.58,325,88,0,215,45.0054066592789,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T14:00,-6.8,81,0.1,0.78,310,98,14,980,43.9849655939168,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T15:00,-4.4,75,0,0.73,344,100,58,1295,44.1046291957902,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T16:00,-3.3,58,0,2.41,5,100,123,1515,44.4243149574566,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T17:00,-2.8,57,0,3.61,3,100,136,2115,44.7630277471449,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T18:00,-2,52,0.1,3.95,9,97,298,2885,44.1166290020707,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T19:00,-1.3,37,0.1,3,358,96,226,3060,43.8094742158864,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T20:00,-1.5,35,0.1,4,360,98,401,3200,43.5587844754841,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T21:00,-2.4,51,0.1,3.1,15,90,250,3165,42.9642035666651,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T22:00,-2,53,0.2,2.38,22,100,200,3270,41.3605942292138,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-27T23:00,-2.8,51,0.6,2.82,23,84,85,2310,36.2144489201014,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T00:00,-1.5,21,0.3,3.1,2,5,108,2155,35.0580136518481,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T01:00,-3.5,39,0,1.7,40,26,44,495,35.768649160589,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T02:00,-6.4,56,0,1.57,153,11,1,195,36.1142657321698,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T03:00,-6,55,0,2.1,205,1,0,110,36.4785000501642,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T04:00,-6.7,51,0,1.91,223,0,0,100,36.8907245631335,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T05:00,-7.9,49,0,2,217,0,0,75,37.3122895514495,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T06:00,-8.7,46,0,2.3,214,0,0,70,37.7645668648923,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T07:00,-9,42,0,2.92,218,0,0,75,38.2736826134015,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T08:00,-9,38,0,3.25,225,0,0,75,38.8495229910258,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T09:00,-9.4,37,0,3.47,221,0,0,65,39.4310196080487,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T10:00,-9.1,33,0,3.61,224,0,0,60,40.0923862746065,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
2023-03-28T11:00,-8.6,30,0,3.14,217,0,0,60,40.8236479676877,82.564959809533,5.80413021407012,15.7400000171661,1.55619863483328,6.04006786710611,0.728591434151531
