u,v,W,f_demand,f_topo,f_redundancy,edge_type,travel_time,length,num_lanes,speed
88450525,88512621,0.11399447890133144,0.002786528652865286,0.04200404858299595,0.5,highway.tertiary,1.7034203420342036,37.85,2,22.22
88450525,7504808082,0.11328535130841019,0.0016719171917191718,0.04149797570850203,0.5,highway.tertiary,0.009000900090009001,0.2,2,22.22
cluster_7504317957_7504374897,cluster_7504807985_88451605,0.1145305471842731,0.011146114611461144,0.0298582995951417,0.5,highway.tertiary,9.247524752475247,205.48,2,22.22
cluster_7504317957_7504374897,88460649,0.10124893611749927,0.0012832973362131028,0.0020242914979757085,0.5,highway.residential,6.946004319654428,96.48,2,13.89
cluster_7504317957_7504374897,cluster_7504317964_88473874,0.11756886113712586,0.014489948994899488,0.03441295546558704,0.5,highway.tertiary,3.125562556255626,69.58,2,22.22
cluster_7504807985_88451605,88512607,0.10352626405272194,0.0012832973362131028,0.009615384615384616,0.5,highway.residential,1.4067674586033116,19.54,2,13.89
cluster_7504807985_88451605,88483548,0.10396735265227365,0.006416486681065514,0.0025303643724696357,0.5,highway.residential,10.061915046796255,139.76,2,13.89
cluster_7504807985_88451605,6979008823,0.11288174414607453,0.0039011401140114006,0.03643724696356275,0.5,highway.tertiary,3.3424842484248423,74.27,2,22.22
88452132,88452129,0.20431973458317668,0.0025665946724262056,0.010121457489878543,1.0,highway.residential,3.439164866810655,48.04,2,13.89
88452132,2375199959,0.11349090830135646,0.007244974497449744,0.03289473684210526,0.5,highway.tertiary,11.540504050405042,257.66,2,22.22
88452132,88464534,0.11867971918649356,0.01003150315031503,0.04554655870445344,0.5,highway.tertiary,12.565706570657065,280.08,2,22.22
88452129,88454203,0.20107993364579418,0.0006416486681065514,0.0025303643724696357,1.0,highway.residential,31.50179985601152,437.56,2,13.89
88452129,88454210,0.20215986729158836,0.0012832973362131028,0.005060728744939271,1.0,highway.residential,5.133909287257019,71.31,2,13.89
88452416,88452413,0.10107993364579418,0.0006416486681065514,0.0025303643724696357,0.5,highway.residential,4.750899928005759,67.56,2,13.89
88452416,88452418,0.10215986729158834,0.0012832973362131028,0.005060728744939271,0.5,highway.residential,4.722102231821454,65.59,2,13.89
